vehicle_id,ownership,electrification_level,vehicle_type,state,sessions,mean_soc_start,median_soc_start,sd_soc_start,mean_soc_gain,mean_energy,soc_persona,soc_persona_label
1065,Personal,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Ohio,28,61.07142857142857,77.5,34.86368010517809,9.821428571428571,5.0321428571428575,0,deep chargers
1066,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Other,141,66.77304964539007,75.0,16.378718244951823,16.134751773049647,9.212375886524823,1,top-up chargers
1067,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,68,51.98529411764706,47.5,22.512678117709736,31.470588235294116,19.293676470588235,0,deep chargers
1068,Personal,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Ohio,39,70.38461538461539,85.0,27.82427507412924,10.76923076923077,1.423225641025641,1,top-up chargers
1069,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,61,42.459016393442624,40.0,20.66847339185279,43.85245901639344,24.810000000000002,0,deep chargers
1070,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,12,61.666666666666664,65.0,15.125735644519203,22.083333333333332,15.950000000000001,1,top-up chargers
1071,Personal,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,Other,8,91.25,95.0,10.606601717798213,0.625,1.293375,1,top-up chargers
1072,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,17,69.11764705882354,70.0,17.431588972828813,27.352941176470587,16.094117647058823,1,top-up chargers
1073,Fleet,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),New York,34,84.41176470588235,85.0,10.924306085885299,12.941176470588236,7.332352941176471,1,top-up chargers
1099,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,45,79.33333333333333,80.0,13.382485161243746,19.0,12.37231888888889,1,top-up chargers
1102,Fleet,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Massachusetts,9,65.55555555555556,65.0,16.094339929856638,16.666666666666668,13.511111111111111,1,top-up chargers
1103,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Texas,6,50.0,50.0,7.0710678118654755,13.333333333333334,8.22585,1,top-up chargers
1123,Personal,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Other,41,45.73170731707317,40.0,15.352563939361888,24.75609756097561,15.817560975609755,0,deep chargers
1177,Fleet,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Other,7,74.28571428571429,70.0,15.39171081799427,17.857142857142858,12.16,1,top-up chargers
1308,Fleet,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Other,10,78.5,80.0,11.796892246124258,11.5,10.682,1,top-up chargers
