id,vehicle_type,electrification_level,ownership,state
776,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
777,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
788,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Other
789,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Other
806,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Other
807,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Personal,Other
809,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Other
810,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Personal,Other
811,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Other
826,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Personal,California
830,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Ohio
845,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Personal,New York
848,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Personal,Other
858,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Personal,New York
859,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Personal,Other
860,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Georgia
861,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,New York
863,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Personal,Other
864,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Personal,Other
868,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Personal,New York
871,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Other
876,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,New York
880,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Colorado
885,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Other
892,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,California
893,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Personal,California
894,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,California
895,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,California
898,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Personal,California
902,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
903,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
904,BUS,BEV (Battery Electric Vehicle),Fleet,California
905,BUS,BEV (Battery Electric Vehicle),Fleet,California
906,BUS,BEV (Battery Electric Vehicle),Fleet,California
907,BUS,BEV (Battery Electric Vehicle),Fleet,California
908,BUS,BEV (Battery Electric Vehicle),Fleet,California
909,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
910,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
911,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Fleet,Other
912,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Washington
913,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Washington
914,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Washington
915,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Washington
916,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Washington
917,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Washington
918,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Washington
919,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Washington
920,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Washington
921,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Washington
922,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Washington
923,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Washington
924,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Washington
925,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Other
926,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Other
927,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Fleet,Other
928,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Fleet,Other
929,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Other
930,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Other
931,BUS,BEV (Battery Electric Vehicle),Fleet,Other
932,BUS,BEV (Battery Electric Vehicle),Fleet,Other
933,BUS,BEV (Battery Electric Vehicle),Fleet,Other
934,BUS,BEV (Battery Electric Vehicle),Fleet,Other
935,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Other
936,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
937,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
938,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
939,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
940,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
941,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
942,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
943,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
944,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
945,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
946,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
947,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
948,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
949,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
950,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
951,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
952,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
953,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
954,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
955,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
956,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
957,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
958,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
959,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
960,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
961,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
962,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
963,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
0,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,New York
1,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,New York
2,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,New York
3,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,New York
4,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,New York
5,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,New York
6,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,New York
7,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Fleet,New York
8,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Fleet,New York
9,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,New York
10,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,New York
11,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
12,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
13,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
14,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
15,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
16,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
17,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
18,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
19,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
20,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
21,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
22,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
23,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,California
24,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Other
25,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,California
26,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,New York
27,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,New York
28,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,New York
29,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,New York
30,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,New York
31,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,New York
32,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,New York
33,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,New York
34,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,New York
35,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Fleet,New York
36,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,New York
37,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
38,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
39,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,New York
40,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
41,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
42,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
43,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
44,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
45,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
46,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
47,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
48,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
49,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
50,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
51,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
52,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
53,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
54,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
55,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
56,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
57,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
58,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
59,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
60,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
61,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
62,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
63,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
64,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
65,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
66,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
67,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
68,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
69,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
70,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
71,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
72,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
73,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
74,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
75,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
76,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
77,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
78,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
79,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
80,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
81,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
82,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
83,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
84,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Other
85,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Other
86,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Other
87,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Other
88,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
89,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
90,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
91,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
92,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
93,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
94,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
95,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
96,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
97,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
98,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
99,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
964,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
965,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
966,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
967,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
968,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
969,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
970,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
971,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
972,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
973,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
974,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
975,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
976,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
977,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
978,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
979,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
980,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
981,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
982,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Ohio
983,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
984,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Ohio
985,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Ohio
986,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Personal,Ohio
987,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Ohio
988,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Other
989,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
990,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Other
991,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,New York
992,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Texas
993,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Other
994,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Other
995,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Other
996,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Massachusetts
997,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Ohio
1006,BUS,BEV (Battery Electric Vehicle),Fleet,Other
1007,BUS,BEV (Battery Electric Vehicle),Fleet,Other
1008,BUS,BEV (Battery Electric Vehicle),Fleet,Other
1009,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
1010,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
1011,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Colorado
1012,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1013,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1014,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1015,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1017,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1019,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1020,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1023,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Ohio
1025,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1026,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Fleet,Colorado
1027,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1028,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1029,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1030,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1031,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1032,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1035,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Personal,Ohio
1036,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1037,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1039,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1040,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1041,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Fleet,Other
1042,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Fleet,Other
1043,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Other
1044,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Personal,Other
1045,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Personal,Colorado
1046,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,New York
1047,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Fleet,Colorado
1048,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
1049,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Texas
1051,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
1052,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
1053,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Georgia
1054,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,New York
1055,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Fleet,New York
1056,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Ohio
1057,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,New York
1058,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,New York
1059,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Fleet,New York
1060,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Ohio
1061,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Fleet,Colorado
1062,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Ohio
1063,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Personal,Ohio
1064,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Personal,New York
1065,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Personal,Ohio
1066,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Other
1067,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Ohio
1068,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Personal,Ohio
1069,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,New York
1070,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,New York
1071,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Personal,Other
1072,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,New York
1073,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Fleet,New York
1074,MULTIPURPOSE PASSENGER VEHICLE (MPV),PHEV (Plug-in Hybrid Electric Vehicle),Fleet,New York
1075,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Massachusetts
1076,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Massachusetts
1077,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Massachusetts
1078,BUS,BEV (Battery Electric Vehicle),Fleet,Texas
1079,BUS,BEV (Battery Electric Vehicle),Fleet,Texas
1080,BUS,BEV (Battery Electric Vehicle),Fleet,Texas
1081,BUS,BEV (Battery Electric Vehicle),Fleet,Texas
1082,BUS,BEV (Battery Electric Vehicle),Fleet,Texas
1083,BUS,BEV (Battery Electric Vehicle),Fleet,Texas
1084,BUS,BEV (Battery Electric Vehicle),Fleet,Georgia
1085,BUS,BEV (Battery Electric Vehicle),Fleet,Georgia
1086,BUS,BEV (Battery Electric Vehicle),Fleet,Georgia
1087,BUS,BEV (Battery Electric Vehicle),Fleet,Georgia
1088,BUS,BEV (Battery Electric Vehicle),Fleet,Georgia
1089,BUS,BEV (Battery Electric Vehicle),Fleet,Georgia
1090,BUS,BEV (Battery Electric Vehicle),Fleet,Georgia
1091,BUS,BEV (Battery Electric Vehicle),Fleet,Georgia
1092,BUS,BEV (Battery Electric Vehicle),Fleet,Georgia
1093,BUS,BEV (Battery Electric Vehicle),Fleet,Georgia
1094,BUS,BEV (Battery Electric Vehicle),Fleet,Georgia
1095,BUS,BEV (Battery Electric Vehicle),Fleet,Georgia
1096,BUS,BEV (Battery Electric Vehicle),Fleet,Georgia
1097,BUS,BEV (Battery Electric Vehicle),Fleet,Georgia
1098,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Ohio
1099,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,New York
1100,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Fleet,Massachusetts
1102,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Fleet,Massachusetts
1103,PASSENGER CAR,BEV (Battery Electric Vehicle),Fleet,Texas
1104,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Other
1105,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Personal,Other
1106,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Other
1107,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Personal,Other
1108,PASSENGER CAR,PHEV (Plug-in Hybrid Electric Vehicle),Personal,Other
1109,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Other
1110,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Other
1111,PASSENGER CAR,BEV (Battery Electric Vehicle),Personal,Other
1112,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Personal,Other
1113,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Personal,Other
1114,MULTIPURPOSE PASSENGER VEHICLE (MPV),BEV (Battery Electric Vehicle),Personal,Other
