connector_id,evse_id,connector_number,connector_type,power_kw
34772,22213,1,J1772,>8 kW
36315,22091,1,J1772,>8 kW
31512,22095,1,J1772,>8 kW
31377,22078,1,J1772,>8 kW
31140,22064,1,J1772,>8 kW
32219,22068,1,J1772,>8 kW
34874,22069,1,J1772,>8 kW
32175,22023,1,J1772,>8 kW
32110,22026,1,J1772,>8 kW
31849,22059,1,J1772,>8 kW
31553,22051,1,J1772,>8 kW
34446,22145,1,J1772,>8 kW
31952,22156,1,J1772,>8 kW
32061,22129,1,J1772,>8 kW
32012,22120,1,J1772,>8 kW
35714,22124,1,J1772,>8 kW
36399,22125,1,J1772,>8 kW
35778,22284,1,J1772,>8 kW
34913,22285,1,J1772,>8 kW
34832,22282,1,J1772,>8 kW
27181,17159,1,J1772,<8 kW
31328,20889,1,J1772,<8 kW
31408,20785,1,J1772,<8 kW
36079,20788,2,J1772,<8 kW
35733,20791,2,J1772,<8 kW
35521,20484,2,J1772,<8 kW
32015,20625,1,J1772,<8 kW
31443,20626,2,J1772,<8 kW
35359,20627,2,J1772,<8 kW
40432,20628,1,J1772,<8 kW
36424,20606,2,J1772,<8 kW
40164,20607,1,J1772,<8 kW
44862,20721,2,J1772,<8 kW
35645,20745,2,J1772,<8 kW
44118,20746,2,J1772,<8 kW
32152,21361,1,J1772,<8 kW
35833,21363,1,J1772,<8 kW
31095,21253,2,J1772,<8 kW
31251,21256,2,J1772,<8 kW
39190,21257,1,J1772,<8 kW
32142,21272,2,J1772,<8 kW
32126,21273,1,J1772,<8 kW
35574,21268,1,J1772,<8 kW
44395,25019,2,J1772,<8 kW
34865,25009,1,J1772,>8 kW
35536,25002,1,J1772,>8 kW
34946,25026,1,J1772,>8 kW
30463,22585,1,Combo,30 kW - 100 kW
30369,22588,2,CHAdeMO,30 kW - 100 kW
30367,22589,1,Combo,30 kW - 100 kW
30387,22591,1,Combo,30 kW - 100 kW
30431,22592,1,Combo,30 kW - 100 kW
35059,24978,1,J1772,>8 kW
35103,24992,1,J1772,>8 kW
35853,24972,1,J1772,>8 kW
34640,24959,1,J1772,>8 kW
35082,24963,1,J1772,>8 kW
35884,24942,1,J1772,>8 kW
35694,24885,1,J1772,>8 kW
39664,24889,1,J1772,>8 kW
40140,24882,1,J1772,>8 kW
34907,24938,1,J1772,>8 kW
34692,24932,1,J1772,>8 kW
36238,24933,1,J1772,>8 kW
36287,24934,1,J1772,>8 kW
36412,24935,1,J1772,>8 kW
36526,24915,1,J1772,>8 kW
34968,24916,1,J1772,>8 kW
35154,25116,1,J1772,>8 kW
35319,25111,1,J1772,>8 kW
30265,22591,2,CHAdeMO,30 kW - 100 kW
30322,22592,2,CHAdeMO,30 kW - 100 kW
30428,22585,2,CHAdeMO,30 kW - 100 kW
30263,22588,1,Combo,30 kW - 100 kW
30342,22589,2,CHAdeMO,30 kW - 100 kW
36126,25120,1,J1772,>8 kW
35559,25121,1,J1772,>8 kW
36567,25055,1,J1772,>8 kW
35813,25047,1,J1772,>8 kW
35136,25045,1,J1772,>8 kW
34862,25067,1,J1772,>8 kW
39405,25109,1,J1772,>8 kW
35992,25074,1,J1772,>8 kW
36388,25220,1,J1772,>8 kW
35908,25225,1,J1772,>8 kW
35070,25210,1,J1772,>8 kW
35172,25211,1,J1772,>8 kW
39180,25206,1,J1772,>8 kW
36389,25189,1,J1772,>8 kW
35914,25161,1,J1772,>8 kW
36680,25143,2,J1772,<8 kW
36667,25144,2,J1772,<8 kW
36480,25145,1,J1772,>8 kW
36495,25126,1,J1772,>8 kW
39090,25139,2,J1772,<8 kW
35942,25182,1,J1772,>8 kW
35262,25178,1,J1772,>8 kW
52241,25179,1,J1772,>8 kW
38762,25180,1,J1772,>8 kW
35935,25169,1,J1772,>8 kW
34896,25351,1,J1772,>8 kW
35174,25285,1,J1772,>8 kW
34767,25332,1,J1772,>8 kW
39464,25293,1,J1772,>8 kW
35387,25295,1,J1772,>8 kW
38477,25317,1,J1772,>8 kW
39385,25318,1,J1772,>8 kW
36253,25308,1,J1772,>8 kW
36118,25309,1,J1772,>8 kW
36644,25311,1,J1772,>8 kW
35722,25290,1,J1772,>8 kW
37963,25279,1,J1772,>8 kW
34550,25273,1,J1772,>8 kW
36291,25263,1,J1772,>8 kW
35926,25385,1,J1772,>8 kW
36382,25416,1,J1772,>8 kW
36682,25353,1,J1772,>8 kW
36542,25359,1,J1772,>8 kW
36127,25361,1,J1772,>8 kW
36265,25362,1,J1772,>8 kW
34581,25375,1,J1772,>8 kW
36213,25368,1,J1772,>8 kW
36084,25369,1,J1772,>8 kW
36414,25370,1,J1772,>8 kW
35945,25469,1,J1772,>8 kW
36386,25475,1,J1772,>8 kW
35723,25476,1,J1772,>8 kW
35913,25471,1,J1772,>8 kW
36105,25460,1,J1772,>8 kW
35628,25451,1,J1772,>8 kW
36800,25442,1,J1772,>8 kW
26685,17447,1,J1772,>8 kW
26689,17450,1,J1772,<8 kW
26576,17395,1,J1772,<8 kW
30910,21356,1,J1772,>8 kW
32136,21361,2,J1772,<8 kW
36604,21363,2,J1772,<8 kW
31666,21353,1,J1772,>8 kW
30842,21328,1,J1772,>8 kW
31768,21197,1,J1772,>8 kW
31776,21216,1,J1772,>8 kW
31880,21211,1,J1772,>8 kW
31739,21224,1,J1772,>8 kW
30815,21253,1,J1772,<8 kW
31982,21256,1,J1772,<8 kW
39372,21257,2,J1772,<8 kW
31519,21268,2,J1772,<8 kW
31423,21271,1,J1772,>8 kW
38209,21272,1,J1772,<8 kW
32018,21273,2,J1772,<8 kW
31934,21014,1,J1772,>8 kW
31390,21017,1,J1772,>8 kW
31488,21023,1,J1772,>8 kW
30901,21027,1,J1772,>8 kW
31351,21028,1,J1772,>8 kW
31493,21029,1,J1772,>8 kW
31523,21030,1,J1772,>8 kW
31654,20982,1,J1772,>8 kW
31303,20988,1,J1772,<8 kW
31657,20977,1,J1772,>8 kW
31018,20964,1,J1772,>8 kW
31164,20938,1,J1772,>8 kW
31074,20947,1,J1772,>8 kW
31865,20952,1,J1772,>8 kW
30927,20919,1,J1772,>8 kW
31816,20930,1,J1772,>8 kW
31431,20923,1,J1772,>8 kW
30924,20936,1,J1772,>8 kW
31063,21052,1,J1772,>8 kW
31206,21055,1,J1772,>8 kW
30964,21070,1,J1772,>8 kW
31042,21071,1,J1772,<8 kW
30863,21072,1,J1772,>8 kW
30877,21083,1,J1772,>8 kW
31835,21084,1,J1772,>8 kW
38695,21167,1,J1772,>8 kW
30848,21161,1,J1772,>8 kW
31896,21139,1,J1772,>8 kW
30908,21130,1,J1772,>8 kW
30857,21125,1,J1772,>8 kW
30973,21126,1,J1772,>8 kW
31353,20800,1,J1772,>8 kW
31814,20801,1,J1772,>8 kW
36339,20788,1,J1772,<8 kW
31554,20791,1,J1772,<8 kW
30798,20794,1,J1772,>8 kW
31459,20785,2,J1772,<8 kW
35953,20745,1,J1772,<8 kW
43492,20746,1,J1772,<8 kW
31999,20747,1,J1772,>8 kW
26145,17189,1,J1772,<8 kW
31565,20833,1,J1772,>8 kW
30984,20912,1,J1772,>8 kW
30849,20900,1,J1772,>8 kW
31071,20889,2,J1772,<8 kW
31233,20882,1,J1772,<8 kW
31469,20860,1,J1772,>8 kW
26326,17277,1,J1772,<8 kW
26261,17249,1,J1772,>8 kW
26459,17296,1,J1772,<8 kW
32062,20844,1,J1772,>8 kW
30855,20680,1,J1772,>8 kW
34889,20653,1,J1772,<8 kW
30969,20699,1,J1772,>8 kW
31049,20659,1,J1772,>8 kW
45020,20721,1,J1772,<8 kW
43169,20643,1,J1772,>8 kW
40392,20613,1,J1772,<8 kW
35890,20625,2,J1772,<8 kW
34711,20626,1,J1772,<8 kW
34599,20627,1,J1772,<8 kW
36394,20628,2,J1772,<8 kW
39870,20571,1,J1772,>8 kW
34807,20606,1,J1772,<8 kW
39382,20607,2,J1772,<8 kW
36432,20418,1,J1772,<8 kW
30922,20439,2,J1772,<8 kW
36749,20443,1,J1772,<8 kW
31495,20448,1,J1772,>8 kW
36070,20374,2,J1772,<8 kW
31674,20375,2,J1772,<8 kW
31790,20376,1,J1772,<8 kW
32226,20377,2,J1772,<8 kW
32170,20387,1,J1772,<8 kW
44534,20388,1,J1772,<8 kW
49249,20389,1,J1772,<8 kW
31953,20484,1,J1772,<8 kW
30919,20459,1,J1772,>8 kW
30667,19772,2,J1772,<8 kW
30599,19773,1,J1772,<8 kW
35201,19888,1,J1772,>8 kW
35266,19895,1,J1772,>8 kW
34766,19919,1,J1772,>8 kW
35682,19921,1,J1772,>8 kW
36157,19922,1,J1772,>8 kW
35002,19923,1,J1772,>8 kW
34607,19924,1,J1772,>8 kW
37947,19908,1,J1772,>8 kW
34771,19931,1,J1772,>8 kW
36045,19876,1,J1772,>8 kW
30732,19772,1,J1772,<8 kW
30744,19773,2,J1772,<8 kW
25175,16647,1,J1772,<8 kW
25314,16734,1,J1772,<8 kW
31748,20279,1,J1772,<8 kW
31391,20281,1,J1772,<8 kW
32074,20131,1,J1772,<8 kW
31032,20135,2,J1772,<8 kW
36741,20143,1,J1772,<8 kW
44382,20165,1,J1772,<8 kW
44477,20166,1,J1772,<8 kW
53902,20167,1,J1772,<8 kW
34804,20205,1,J1772,<8 kW
31889,20206,1,J1772,<8 kW
45430,20207,1,J1772,<8 kW
25961,16886,1,J1772,<8 kW
26163,16892,1,J1772,<8 kW
26087,17159,2,J1772,<8 kW
34803,19950,1,J1772,>8 kW
34787,19947,1,J1772,>8 kW
34932,19978,1,J1772,>8 kW
35469,19979,1,J1772,>8 kW
35414,19965,1,J1772,>8 kW
34440,19966,1,J1772,>8 kW
35735,20011,1,J1772,>8 kW
34994,20036,1,J1772,>8 kW
34536,20040,1,J1772,>8 kW
35253,20049,1,J1772,>8 kW
35242,20020,1,J1772,>8 kW
34963,20021,1,J1772,>8 kW
35799,20005,1,J1772,>8 kW
26206,16817,1,J1772,<8 kW
25471,16796,1,J1772,<8 kW
36319,20055,1,J1772,>8 kW
34554,20053,1,J1772,>8 kW
25252,15791,1,J1772,<8 kW
26588,16085,2,J1772,<8 kW
25044,16561,1,J1772,<8 kW
25023,16545,1,J1772,<8 kW
25585,16886,2,J1772,<8 kW
25597,16892,2,J1772,<8 kW
25418,16796,2,J1772,<8 kW
25451,16817,2,J1772,<8 kW
21841,13982,2,CHAdeMO,30 kW - 100 kW
22012,13995,2,CHAdeMO,30 kW - 100 kW
23016,15007,1,J1772,>8 kW
23019,15010,1,J1772,>8 kW
22929,14933,1,J1772,>8 kW
22939,14943,1,J1772,>8 kW
22949,14951,1,J1772,>8 kW
22956,14955,1,J1772,>8 kW
22971,14968,1,J1772,>8 kW
36707,14991,2,J1772,<8 kW
22996,14989,1,J1772,>8 kW
22599,14638,2,J1772,<8 kW
22684,14710,1,J1772,<8 kW
23280,14682,2,J1772,<8 kW
22771,14789,2,J1772,<8 kW
22756,14774,1,J1772,<8 kW
23256,14809,1,J1772,<8 kW
34852,14868,1,J1772,<8 kW
23628,14869,1,J1772,<8 kW
23642,14872,1,J1772,<8 kW
22591,14166,1,J1772,<8 kW
22248,14309,1,J1772,<8 kW
22484,14536,2,J1772,<8 kW
22951,14559,1,J1772,<8 kW
22404,14458,2,J1772,<8 kW
22314,14372,2,J1772,<8 kW
22315,14373,2,J1772,<8 kW
22327,14384,2,J1772,<8 kW
23083,14417,2,J1772,<8 kW
22258,14319,1,J1772,<8 kW
23734,14903,1,J1772,<8 kW
23312,14837,2,J1772,<8 kW
22998,14991,1,J1772,<8 kW
24375,16085,1,J1772,<8 kW
43635,31112,1,J1772,>8 kW
43343,31110,1,J1772,>8 kW
44288,31100,1,J1772,>8 kW
46953,31048,1,J1772,<8 kW
46886,31049,1,J1772,<8 kW
44833,31075,1,J1772,<8 kW
44887,31076,2,J1772,<8 kW
43060,31077,1,J1772,<8 kW
44052,31078,1,J1772,<8 kW
49528,31079,1,J1772,<8 kW
45137,31080,2,J1772,<8 kW
44187,31081,2,J1772,<8 kW
44547,31082,1,J1772,<8 kW
45148,31083,2,J1772,<8 kW
42755,31124,1,J1772,>8 kW
45074,31117,1,J1772,<8 kW
43037,31119,1,J1772,>8 kW
43993,31133,1,J1772,>8 kW
42983,31146,1,J1772,>8 kW
43792,31142,1,J1772,>8 kW
43136,31144,1,J1772,>8 kW
41997,29907,2,CHAdeMO,30 kW - 100 kW
37248,29908,2,CHAdeMO,30 kW - 100 kW
36814,24831,1,J1772,<8 kW
39693,28228,2,J1772,<8 kW
36221,24336,1,J1772,<8 kW
34782,24337,2,J1772,<8 kW
35607,24368,1,J1772,<8 kW
35842,23742,1,J1772,<8 kW
36354,23769,2,J1772,<8 kW
35916,23782,2,J1772,<8 kW
36761,23804,2,J1772,<8 kW
43088,31369,1,J1772,>8 kW
43149,31350,1,J1772,>8 kW
44167,31385,1,J1772,>8 kW
44470,31386,1,J1772,>8 kW
44390,31393,1,J1772,>8 kW
42964,31430,1,J1772,>8 kW
45112,31439,1,J1772,>8 kW
42634,31442,1,J1772,>8 kW
45027,31443,1,J1772,>8 kW
44549,31447,1,J1772,>8 kW
44186,31449,1,J1772,>8 kW
43187,31407,1,J1772,>8 kW
43180,31400,1,J1772,>8 kW
45218,31290,1,J1772,>8 kW
44493,31322,1,J1772,>8 kW
43789,31324,1,J1772,>8 kW
43469,31325,1,J1772,>8 kW
43582,31326,1,J1772,>8 kW
44591,31327,1,J1772,>8 kW
43464,31328,1,J1772,>8 kW
44310,31329,1,J1772,>8 kW
43773,31320,1,J1772,<8 kW
44515,31309,1,J1772,>8 kW
43588,31311,1,J1772,>8 kW
43903,31312,1,J1772,<8 kW
42743,31243,1,J1772,>8 kW
43738,31239,1,J1772,>8 kW
44866,31275,1,J1772,>8 kW
40442,28704,2,J1772,<8 kW
40232,28705,1,J1772,<8 kW
40502,28707,2,J1772,<8 kW
40553,28708,1,J1772,<8 kW
45202,28486,2,J1772,<8 kW
42937,28487,1,J1772,<8 kW
43712,28488,2,J1772,<8 kW
43127,28489,1,J1772,<8 kW
40469,28490,1,J1772,<8 kW
40417,28997,2,J1772,<8 kW
38726,29024,2,J1772,<8 kW
44606,29239,1,J1772,<8 kW
40574,29242,1,J1772,<8 kW
44511,29387,2,J1772,<8 kW
42654,31189,1,J1772,>8 kW
43954,31187,1,J1772,>8 kW
44438,31223,1,J1772,>8 kW
44081,31226,1,J1772,>8 kW
43569,31228,1,J1772,>8 kW
44170,31217,1,J1772,>8 kW
43183,31218,1,J1772,>8 kW
42684,31207,1,J1772,>8 kW
44116,31209,1,J1772,>8 kW
43607,31201,1,J1772,>8 kW
44783,31212,1,J1772,>8 kW
41764,29907,1,Combo,30 kW - 100 kW
37439,29908,1,Combo,30 kW - 100 kW
42856,31852,1,J1772,>8 kW
44657,31864,1,J1772,>8 kW
43831,31859,1,J1772,>8 kW
43416,31857,1,J1772,>8 kW
42831,31833,1,J1772,>8 kW
43324,31835,1,J1772,>8 kW
44163,31821,1,J1772,>8 kW
44409,31827,1,J1772,>8 kW
43851,31871,1,J1772,>8 kW
44403,31873,1,J1772,>8 kW
44476,31891,1,J1772,>8 kW
45053,31868,1,J1772,>8 kW
43678,31869,1,J1772,>8 kW
42843,31897,1,J1772,>8 kW
49494,31754,1,J1772,>8 kW
43528,31755,1,J1772,>8 kW
43969,31743,1,J1772,>8 kW
44695,31759,1,J1772,>8 kW
42869,31716,1,J1772,>8 kW
42740,31794,1,J1772,>8 kW
44523,31778,1,J1772,>8 kW
44919,31785,1,J1772,>8 kW
47809,31665,1,J1772,>8 kW
42965,31649,1,J1772,>8 kW
43502,31662,1,J1772,>8 kW
48564,31702,1,J1772,>8 kW
43412,31692,1,J1772,>8 kW
43140,31697,1,J1772,>8 kW
43440,31614,1,J1772,>8 kW
44051,31607,1,J1772,>8 kW
43035,31633,1,J1772,>8 kW
43139,31635,1,J1772,>8 kW
44364,31654,1,J1772,>8 kW
43481,31657,1,J1772,>8 kW
44490,31570,1,J1772,>8 kW
44009,31574,1,J1772,>8 kW
44947,31587,1,J1772,>8 kW
44522,31545,1,J1772,>8 kW
43786,31557,1,J1772,>8 kW
43770,31553,1,J1772,>8 kW
42970,31555,1,J1772,>8 kW
44466,31534,1,J1772,>8 kW
43261,31535,1,J1772,>8 kW
44463,31473,1,J1772,>8 kW
43050,31461,1,J1772,>8 kW
49636,31481,1,J1772,>8 kW
49937,31483,1,J1772,>8 kW
54377,31485,1,J1772,>8 kW
51603,31486,1,J1772,>8 kW
54002,31487,1,J1772,>8 kW
53155,31490,1,J1772,>8 kW
49355,31491,1,J1772,>8 kW
52322,31492,1,J1772,>8 kW
45128,31495,1,J1772,>8 kW
42863,31501,1,J1772,>8 kW
49532,31509,1,J1772,>8 kW
42713,31511,1,J1772,>8 kW
43691,31528,1,J1772,>8 kW
43191,31942,1,J1772,>8 kW
45318,31947,1,J1772,>8 kW
45170,31957,1,J1772,>8 kW
42942,31950,1,J1772,>8 kW
45141,31953,1,J1772,>8 kW
44159,31974,1,J1772,>8 kW
43998,31978,1,J1772,>8 kW
42664,31987,1,J1772,>8 kW
44309,32101,1,J1772,>8 kW
45422,32102,1,J1772,>8 kW
48582,32097,1,J1772,>8 kW
43295,32079,1,J1772,>8 kW
43975,32080,1,J1772,>8 kW
43989,32072,1,J1772,>8 kW
45012,32046,1,J1772,>8 kW
45063,32021,1,J1772,>8 kW
42875,32012,1,J1772,>8 kW
43812,32015,1,J1772,>8 kW
42956,32016,1,J1772,>8 kW
43386,32056,1,J1772,>8 kW
40015,27515,1,J1772,>8 kW
38645,27527,1,J1772,>8 kW
38698,27522,1,J1772,>8 kW
39683,27523,1,J1772,>8 kW
39964,27460,1,J1772,>8 kW
38871,27461,1,J1772,>8 kW
44955,27436,1,J1772,>8 kW
39558,27485,1,J1772,>8 kW
38596,27505,1,J1772,>8 kW
44844,27495,1,J1772,>8 kW
38652,27492,1,J1772,>8 kW
43133,29661,1,J1772,>8 kW
42627,29637,1,J1772,>8 kW
43450,29638,1,J1772,>8 kW
44001,29629,1,J1772,>8 kW
43599,29707,1,J1772,>8 kW
49870,29710,1,J1772,>8 kW
48625,29704,1,J1772,>8 kW
53124,29670,1,J1772,>8 kW
42876,29688,1,J1772,>8 kW
44928,29699,1,J1772,>8 kW
43840,29815,1,J1772,>8 kW
42887,29760,1,J1772,>8 kW
38658,29774,1,J1772,<8 kW
43603,29743,1,J1772,>8 kW
43463,29542,1,J1772,>8 kW
44507,29544,1,J1772,>8 kW
45122,29546,1,J1772,>8 kW
42995,29518,1,J1772,>8 kW
43289,29504,1,J1772,>8 kW
44015,29515,1,J1772,>8 kW
43204,29591,1,J1772,>8 kW
43554,29592,1,J1772,>8 kW
43950,29602,1,J1772,>8 kW
42787,29605,1,J1772,>8 kW
44480,29612,1,J1772,>8 kW
43581,29561,1,J1772,>8 kW
44172,29570,1,J1772,>8 kW
45103,29578,1,J1772,>8 kW
43563,29572,1,J1772,>8 kW
42920,29583,1,J1772,>8 kW
44018,29458,1,J1772,>8 kW
43503,29486,1,J1772,>8 kW
44100,29474,1,J1772,>8 kW
42650,29470,1,J1772,>8 kW
39653,29199,1,J1772,>8 kW
38915,29203,1,J1772,>8 kW
43454,29228,1,J1772,>8 kW
39432,29209,1,J1772,>8 kW
40087,29211,1,J1772,>8 kW
52737,29189,1,J1772,>8 kW
39624,29190,1,J1772,>8 kW
39512,29181,1,J1772,>8 kW
40317,29178,1,J1772,>8 kW
44691,29245,1,J1772,>8 kW
40521,29239,2,J1772,<8 kW
39419,29230,1,J1772,>8 kW
40486,29231,1,J1772,>8 kW
38287,29235,1,J1772,>8 kW
44602,29242,2,J1772,<8 kW
44162,29278,1,J1772,>8 kW
39848,29285,1,J1772,>8 kW
40375,29286,1,J1772,>8 kW
39717,29274,1,J1772,>8 kW
40551,29254,1,J1772,>8 kW
38529,29382,1,J1772,>8 kW
44529,29387,1,J1772,<8 kW
39422,29391,1,J1772,>8 kW
40601,29392,1,J1772,>8 kW
39987,29393,1,J1772,>8 kW
43026,29395,1,J1772,>8 kW
44058,29397,1,J1772,>8 kW
44045,29398,1,J1772,>8 kW
40189,29418,1,J1772,>8 kW
40403,29429,1,J1772,>8 kW
43972,29431,1,J1772,>8 kW
43708,29336,1,J1772,>8 kW
39785,29343,1,J1772,>8 kW
44561,29356,1,J1772,>8 kW
42895,29350,1,J1772,>8 kW
43561,29351,1,J1772,>8 kW
40598,29352,1,J1772,>8 kW
40270,29301,1,J1772,>8 kW
40287,29302,1,J1772,>8 kW
44538,29330,1,J1772,>8 kW
43171,29331,1,J1772,>8 kW
38796,29297,1,J1772,>8 kW
40424,29316,1,J1772,>8 kW
39500,29325,1,J1772,>8 kW
45309,28391,1,J1772,>8 kW
39599,28393,1,J1772,>8 kW
40137,28346,1,J1772,>8 kW
39983,28348,1,J1772,>8 kW
38894,28349,1,J1772,>8 kW
39358,28298,1,J1772,>8 kW
38525,28354,1,J1772,>8 kW
40533,28360,1,J1772,>8 kW
39369,28363,1,J1772,>8 kW
39575,28314,1,J1772,>8 kW
38395,28344,1,J1772,>8 kW
38097,28339,1,J1772,>8 kW
39887,28332,1,J1772,>8 kW
38230,28334,1,J1772,>8 kW
43062,28335,1,J1772,>8 kW
38168,28250,1,J1772,>8 kW
39929,28259,1,J1772,>8 kW
38436,28270,1,J1772,>8 kW
39913,28271,1,J1772,>8 kW
39092,28272,1,J1772,>8 kW
39798,28273,1,J1772,>8 kW
38754,28228,1,J1772,<8 kW
38370,28229,1,J1772,>8 kW
38267,28248,1,J1772,>8 kW
38962,28233,1,J1772,>8 kW
37987,28234,1,J1772,>8 kW
39310,28159,1,J1772,>8 kW
38675,28160,1,J1772,>8 kW
38109,28151,1,J1772,<8 kW
39263,28169,1,J1772,>8 kW
40230,28171,1,J1772,>8 kW
38341,28172,1,J1772,>8 kW
38142,28192,1,J1772,>8 kW
43005,28193,1,J1772,>8 kW
40099,28194,1,J1772,>8 kW
49402,28607,1,J1772,>8 kW
38722,28632,1,J1772,>8 kW
38556,28635,1,J1772,>8 kW
38985,28640,1,J1772,>8 kW
44383,28641,1,J1772,>8 kW
38798,28571,1,J1772,>8 kW
39181,28593,1,J1772,>8 kW
38567,28602,1,J1772,>8 kW
38689,28603,1,J1772,>8 kW
44452,28578,1,J1772,>8 kW
38772,28583,1,J1772,>8 kW
39055,28585,1,J1772,>8 kW
38969,28587,1,J1772,>8 kW
39483,28588,1,J1772,>8 kW
40048,28515,1,J1772,>8 kW
39916,28517,1,J1772,>8 kW
39607,28518,1,J1772,>8 kW
38585,28528,1,J1772,>8 kW
38896,28535,1,J1772,>8 kW
37961,28562,1,J1772,>8 kW
38251,28564,1,J1772,>8 kW
39736,28556,1,J1772,>8 kW
39133,28559,1,J1772,>8 kW
38151,28560,1,J1772,>8 kW
39475,28411,1,J1772,>8 kW
39881,28506,1,J1772,>8 kW
38657,28498,1,J1772,>8 kW
45002,28486,1,J1772,<8 kW
43311,28487,2,J1772,<8 kW
43817,28488,1,J1772,<8 kW
43875,28489,2,J1772,<8 kW
44773,28490,2,J1772,<8 kW
40348,28462,1,J1772,>8 kW
37977,28479,1,J1772,>8 kW
39685,28750,1,J1772,>8 kW
38569,28751,1,J1772,>8 kW
39999,28722,1,J1772,>8 kW
39560,28716,1,J1772,>8 kW
39779,28732,1,J1772,>8 kW
40645,28688,1,J1772,>8 kW
38781,28707,1,J1772,<8 kW
39332,28708,2,J1772,<8 kW
40085,28704,1,J1772,<8 kW
39731,28705,2,J1772,<8 kW
38919,28644,1,J1772,>8 kW
40374,28624,1,J1772,>8 kW
40301,28828,1,J1772,>8 kW
38193,28841,1,J1772,>8 kW
39753,28815,1,J1772,>8 kW
38628,28830,1,J1772,<8 kW
39783,28831,1,J1772,<8 kW
39184,28832,1,J1772,>8 kW
38363,28764,1,J1772,>8 kW
39647,28762,1,J1772,>8 kW
39592,28867,1,J1772,>8 kW
38058,28888,1,J1772,>8 kW
40540,28859,1,J1772,>8 kW
39441,28862,1,J1772,>8 kW
38379,28976,1,J1772,>8 kW
39635,28973,1,J1772,>8 kW
39334,28995,1,J1772,>8 kW
40644,28997,1,J1772,<8 kW
40467,29009,1,J1772,>8 kW
40387,29024,1,J1772,<8 kW
39502,29025,1,J1772,>8 kW
39131,28931,1,J1772,>8 kW
39698,28961,1,J1772,>8 kW
38228,28950,1,J1772,>8 kW
53964,28951,1,J1772,>8 kW
38955,28903,1,J1772,>8 kW
39836,28927,1,J1772,>8 kW
38839,28921,1,J1772,>8 kW
48034,29028,1,J1772,>8 kW
39839,29035,1,J1772,>8 kW
40039,29045,1,J1772,>8 kW
40218,29081,1,J1772,>8 kW
39507,29082,1,J1772,>8 kW
38931,29069,1,J1772,>8 kW
39788,29063,1,J1772,>8 kW
38371,29057,1,J1772,>8 kW
39488,29146,1,J1772,>8 kW
38935,29151,1,J1772,>8 kW
43589,29152,1,J1772,>8 kW
39969,29130,1,J1772,>8 kW
40398,29131,1,J1772,>8 kW
42698,29134,1,J1772,>8 kW
39101,29126,1,J1772,>8 kW
48062,29118,1,J1772,>8 kW
40383,29119,1,J1772,>8 kW
40538,28021,1,J1772,>8 kW
40478,28025,1,J1772,>8 kW
40305,28031,1,J1772,>8 kW
39008,28048,1,J1772,>8 kW
43541,28049,1,J1772,>8 kW
38933,28087,1,J1772,>8 kW
39712,28084,1,J1772,>8 kW
42770,28080,1,J1772,>8 kW
39549,28081,1,J1772,>8 kW
38842,28082,1,J1772,>8 kW
38221,28105,1,J1772,>8 kW
42567,27231,2,J1772,<8 kW
37701,27311,2,J1772,<8 kW
42579,27252,2,J1772,<8 kW
37856,27303,1,J1772,<8 kW
42607,27304,2,J1772,<8 kW
37627,27388,1,J1772,<8 kW
37733,27395,2,J1772,<8 kW
37580,27396,2,J1772,<8 kW
47176,31055,1,J1772,<8 kW
42495,30821,1,J1772,<8 kW
46774,30839,1,J1772,<8 kW
42535,30841,2,J1772,<8 kW
42467,30842,2,J1772,<8 kW
42260,30854,2,J1772,<8 kW
47001,30777,2,J1772,<8 kW
48805,33199,1,J1772,<8 kW
48573,33200,2,J1772,<8 kW
49971,33199,2,J1772,<8 kW
49318,33200,1,J1772,<8 kW
51779,39667,2,J1772,<8 kW
53406,39670,2,J1772,<8 kW
53313,39733,1,J1772,<8 kW
33605,22674,1,Combo,30 kW - 100 kW
30430,22617,1,Combo,30 kW - 100 kW
33874,22699,1,Combo,30 kW - 100 kW
30453,22674,2,CHAdeMO,30 kW - 100 kW
37199,26856,1,Combo,30 kW - 100 kW
37205,26857,2,CHAdeMO,30 kW - 100 kW
33960,26746,1,Combo,30 kW - 100 kW
37379,26798,2,CHAdeMO,30 kW - 100 kW
37336,26799,2,CHAdeMO,30 kW - 100 kW
33836,26746,2,CHAdeMO,30 kW - 100 kW
46574,26760,1,Combo,<30 kW
37366,26761,1,Combo,<30 kW
37259,26798,1,Combo,30 kW - 100 kW
37126,26799,1,Combo,30 kW - 100 kW
33844,26660,1,Combo,30 kW - 100 kW
37237,26856,2,CHAdeMO,30 kW - 100 kW
37290,26857,1,Combo,30 kW - 100 kW
42146,29965,1,Combo,<30 kW
42144,29966,1,Combo,<30 kW
50502,30077,1,Combo,<30 kW
50319,30078,1,Combo,<30 kW
41708,30033,1,Combo,<30 kW
21923,14041,1,Combo,<30 kW
21886,14016,1,Combo,<30 kW
2452,1536,1,Combo,<30 kW
2453,1537,1,Combo,<30 kW
2454,1538,1,Combo,<30 kW
2455,1539,1,Combo,<30 kW
2721,1706,1,Combo,<30 kW
2774,1738,1,Combo,<30 kW
2763,1729,1,Combo,<30 kW
2764,1730,1,Combo,<30 kW
2765,1731,1,Combo,<30 kW
50429,37775,1,Combo,<30 kW
46446,37762,1,Combo,<30 kW
50295,41058,1,Combo,<30 kW
